hotel.id: Descending,includes_weekend: Descending,is_cardless: Descending,is_prepaid: Descending,checkin_date: Descending,nights: Descending,number_of_rooms: Descending,hotel.stars: Descending,hotel.type.keyword: Descending,customer.country_code.keyword: Descending,hotel.country_en.keyword: Descending,hotel.city_en.keyword: Descending,customer.platform.keyword: Descending,created_at per day,cancelled: Descending
1027848,1,0,0,"September 2, 2017",2,1,3,Hotel,SA,Bosnia and Herzegovina,Sarajevo,iPhoneApp,"August 28, 2017",1
822620,0,1,0,"June 26, 2017",2,1,0,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"June 12, 2017",1
1086304,1,1,0,"December 21, 2017",22,1,4,Hotel,LY,Turkey,Istanbul,Chrome,"December 11, 2017",1
200250,1,0,0,"February 23, 2017",7,1,4,Hotel,KW,United Kingdom,London,iPhoneApp,"February 6, 2017",0
45438,0,0,0,"August 14, 2017",2,1,4,Apartment,SA,Saudi Arabia,Riyadh,Chrome,"August 14, 2017",0
18146,0,0,0,"April 13, 2017",1,1,4,Hotel,SA,United Arab Emirates,Dubai,Chrome,"April 10, 2017",0
15926,0,0,0,"January 11, 2017",1,1,4,Hotel,KW,Kuwait,Kuwait City,iPhoneApp,"January 9, 2017",0
42114,1,0,0,"March 31, 2017",4,1,3,Hotel,SA,United Arab Emirates,Dubai,Chrome,"March 26, 2017",1
44770,0,0,0,"July 3, 2017",1,1,0,Suite,SA,Saudi Arabia,Taif,AndroidApp,"June 26, 2017",1
1072990,0,0,0,"June 11, 2017",4,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"May 29, 2017",0
822568,0,0,0,"July 6, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,AndroidApp,"July 3, 2017",0
466904,0,0,0,"July 3, 2017",1,1,5,Hotel,TN,Tunisia,Gammarth,AndroidApp,"July 3, 2017",0
200860,1,0,0,"February 4, 2017",7,1,5,Hotel,AE,Singapore,Singapore,IE,"January 30, 2017",0
371670,0,0,0,"December 25, 2017",3,1,4,Hotel,DE,Czech Republic,Prague,iPhoneApp,"August 14, 2017",0
208862,1,0,1,"March 10, 2017",7,1,3,Hotel Resort,JO,United States,Las Vegas,AndroidApp,"February 27, 2017",0
17128,0,0,0,"December 7, 2017",1,2,4,Hotel,SA,Bahrain,Manama,iPhoneApp,"November 27, 2017",1
33560,0,0,0,"June 21, 2017",2,1,0,Hotel,SA,Bahrain,Manama,iPhoneApp,"June 5, 2017",1
1078376,0,0,1,"October 29, 2017",4,1,3,Hotel,IL,Morocco,Rabat,Chrome,"October 16, 2017",0
11632,0,0,0,"September 21, 2017",1,1,5,Hotel,JO,Jordan,Amman,iPhoneApp,"September 18, 2017",1
43804,1,0,0,"August 5, 2017",2,2,3,Apart Hotel,SA,Saudi Arabia,Jeddah,Chrome,"July 31, 2017",0
19022,1,0,0,"July 8, 2017",2,2,4,Hotel,SA,Morocco,Casablanca,AndroidApp,"July 3, 2017",0
25028,0,0,0,"June 25, 2017",3,2,4,Hotel,SA,United Arab Emirates,Sharjah,Chrome,"June 12, 2017",0
30646,0,0,0,"May 11, 2017",1,1,3,Suite,SA,Saudi Arabia,Jeddah,Chrome,"April 24, 2017",0
822568,0,1,0,"December 31, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"December 25, 2017",0
685808,1,0,0,"July 28, 2017",1,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"July 24, 2017",0
42250,0,0,1,"October 19, 2017",1,1,4,Hotel,SA,Bahrain,Manama,iPhoneApp,"October 16, 2017",0
744476,0,1,0,"April 30, 2017",1,1,4,Suite,SA,Saudi Arabia,Jeddah,AndroidApp,"April 24, 2017",0
744476,0,1,0,"June 22, 2017",1,1,4,Suite,SA,Saudi Arabia,Jeddah,iPhoneApp,"June 19, 2017",0
685812,1,0,0,"March 8, 2017",3,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"March 6, 2017",1
57436,0,0,0,"June 19, 2017",1,1,0,Suite,SA,Saudi Arabia,Abha,iPhoneApp,"June 19, 2017",1
370978,0,0,0,"June 25, 2017",3,1,3,Apartment,IL,Israel,Eilat,iPhoneApp,"June 12, 2017",1
16166,1,0,0,"August 11, 2017",1,1,4,Hotel Resort,KW,Bahrain,Manama,iPhoneApp,"August 7, 2017",0
38550,0,0,0,"September 3, 2017",3,1,4,Hotel Resort,SA,Saudi Arabia,Al Khobar,iPhoneApp,"August 28, 2017",0
1051416,0,0,0,"July 16, 2017",1,1,3,Hotel,SA,Saudi Arabia,Al Ahsa,iPhoneApp,"July 10, 2017",1
23836,0,0,0,"September 3, 2017",1,1,4,Hotel,SA,Saudi Arabia,Riyadh,Chrome,"August 21, 2017",0
17900,0,1,0,"October 4, 2017",1,1,3,Hotel,PS,Jordan,Amman,iPhoneApp,"October 2, 2017",1
467784,0,0,1,"January 26, 2017",1,1,4,Hotel,DZ,Morocco,Casablanca,AndroidApp,"January 23, 2017",0
23924,0,0,0,"June 14, 2017",1,2,3,Hotel,SA,Kuwait,Kuwait City,Chrome,"June 12, 2017",0
25028,1,0,0,"June 29, 2017",2,2,4,Hotel,OM,United Arab Emirates,Sharjah,AndroidApp,"June 19, 2017",0
30504,1,0,0,"July 1, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"June 19, 2017",1
822620,0,1,0,"May 15, 2017",1,2,0,Hotel,SA,Saudi Arabia,Jeddah,Chrome,"May 15, 2017",0
37978,0,0,1,"September 28, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"September 25, 2017",0
583686,1,0,0,"March 23, 2017",2,1,4,Hotel,AU,Qatar,Doha,Chrome,"February 20, 2017",1
55340,0,1,0,"February 1, 2017",1,1,5,Hotel,SA,Qatar,Doha,Chrome,"January 30, 2017",0
30970,0,1,0,"November 15, 2017",1,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),Chrome,"November 13, 2017",0
315806,1,0,0,"January 28, 2017",10,1,1,Hotel,SA,United Arab Emirates,Dubai,iOS,"January 23, 2017",0
728964,1,0,0,"May 26, 2017",4,1,5,Others,PS,Spain,Ibiza,iPhoneApp,"May 1, 2017",0
23314,1,0,0,"March 9, 2017",2,1,5,Hotel,SA,Qatar,Doha,iPhoneApp,"February 27, 2017",0
57516,1,0,0,"March 3, 2017",1,1,0,Hotel,SA,Saudi Arabia,Riyadh,iPhoneApp,"February 27, 2017",1
699888,1,0,0,"August 26, 2017",15,1,3,Others,QA,United States,West Palm Beach,iPhoneApp,"August 21, 2017",0
471720,1,0,1,"November 30, 2017",2,1,0,Apart Hotel,KW,United Arab Emirates,Dubai,iPhoneApp,"November 20, 2017",0
45426,1,0,0,"February 9, 2017",2,1,3,Hotel,SA,Saudi Arabia,Riyadh,iPhoneApp,"February 6, 2017",1
533180,1,0,0,"January 26, 2017",2,2,3,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"January 9, 2017",0
335566,0,0,0,"February 28, 2017",1,1,0,Apart Hotel,AE,United Arab Emirates,Dubai,iPhoneApp,"February 27, 2017",0
874278,0,1,0,"June 26, 2017",2,1,0,Suite,SA,Saudi Arabia,Jeddah,iPhoneApp,"June 12, 2017",1
291882,0,0,0,"August 13, 2017",4,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"August 7, 2017",0
58032,1,0,0,"September 6, 2017",3,1,4,Apartment,SA,Saudi Arabia,Riyadh,Chrome,"September 4, 2017",0
581454,0,0,0,"August 2, 2017",1,1,3,Apartment,SA,Saudi Arabia,Riyadh,AndroidApp,"July 31, 2017",0
676562,0,0,1,"January 24, 2017",2,1,3,Hotel,GB,United Kingdom,London,Chrome,"January 23, 2017",0
58032,0,0,0,"March 21, 2017",1,1,4,Apartment,SA,Saudi Arabia,Riyadh,iPhoneApp,"March 20, 2017",0
979994,1,1,0,"June 30, 2017",1,1,0,Apartment,SA,Saudi Arabia,Jeddah,Chrome,"June 26, 2017",0
25600,1,0,0,"April 14, 2017",5,1,4,Apart Hotel,SA,United Arab Emirates,Dubai,Chrome,"April 10, 2017",1
45388,0,0,0,"February 1, 2017",2,1,3,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"January 30, 2017",0
533180,0,0,0,"July 4, 2017",2,2,3,Hotel,OM,United Arab Emirates,Dubai,AndroidApp,"June 12, 2017",1
724968,1,0,1,"March 1, 2017",14,1,4,Others,QA,China,Quanzhou,iPhoneApp,"February 13, 2017",0
23830,0,0,0,"September 7, 2017",1,2,4,Hotel Resort,SA,Saudi Arabia,Jeddah,iPhoneApp,"September 4, 2017",0
822700,1,1,0,"March 8, 2017",3,2,0,Hotel,SA,Saudi Arabia,Makkah (Mecca),iOS,"March 6, 2017",0
257170,0,0,0,"October 31, 2017",1,1,0,Hotel,TR,Turkey,Alanya,iPhoneApp,"October 30, 2017",1
744538,1,1,0,"April 1, 2017",5,1,3,Apart Hotel,SA,Saudi Arabia,Dammam,AndroidApp,"March 6, 2017",1
31976,0,0,0,"July 25, 2017",1,1,4,Apart Hotel,SA,Bahrain,Manama,AndroidApp,"July 24, 2017",0
1006556,1,0,0,"December 1, 2017",1,1,2,Hotel,SA,Saudi Arabia,Buraydah,AndroidApp,"November 27, 2017",0
15002,0,0,0,"March 29, 2017",2,1,3,Hotel,SA,Qatar,Doha,iPhoneApp,"March 26, 2017",0
30914,0,0,0,"January 24, 2017",2,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),Chrome,"January 23, 2017",0
221714,1,0,0,"March 17, 2017",1,1,4,Hotel,PS,Turkey,Istanbul,iPhoneApp,"March 13, 2017",0
30504,0,0,0,"August 30, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,AndroidApp,"August 28, 2017",1
14938,0,0,0,"August 28, 2017",2,1,5,Hotel,QA,Qatar,Doha,iPhoneApp,"August 14, 2017",1
24478,1,0,0,"January 5, 2017",4,1,3,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"January 2, 2017",0
15134,1,0,0,"April 29, 2017",2,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"February 6, 2017",1
589724,0,0,0,"June 25, 2017",3,2,5,Hotel,SA,Saudi Arabia,King Abdullah Economic City,Chrome,"June 5, 2017",0
651376,1,0,0,"July 28, 2017",1,1,3,Apartment,OM,United Arab Emirates,Sharjah,AndroidApp,"July 24, 2017",0
2286,1,0,0,"August 31, 2017",3,8,5,Hotel,IL,Palestine,Bethlehem,Chrome,"July 31, 2017",0
26312,1,0,0,"June 24, 2017",3,1,4,Hotel,AE,United Arab Emirates,Abu Dhabi,AndroidApp,"June 12, 2017",0
759992,1,0,0,"August 10, 2017",2,1,4,Others,SA,Bahrain,Manama,iPhoneApp,"August 7, 2017",0
28150,1,1,0,"June 29, 2017",2,2,5,Hotel,JO,Jordan,Dead Sea,AndroidApp,"June 26, 2017",0
822458,0,1,0,"January 30, 2017",1,2,0,Hotel,SA,Saudi Arabia,Madinah,AndroidApp,"January 16, 2017",0
737404,1,0,0,"March 2, 2017",3,1,3,Others,SA,Kuwait,Salmiyah,Chrome,"February 27, 2017",0
19348,1,0,0,"September 21, 2017",3,1,2,Hotel,SA,United Arab Emirates,Dubai,Chrome,"September 18, 2017",0
24668,0,0,0,"March 1, 2017",2,1,4,Hotel,JO,United Arab Emirates,Dubai,Chrome,"February 27, 2017",0
419056,0,0,1,"November 7, 2017",2,1,5,Hotel,PS,Turkey,Istanbul,AndroidApp,"October 30, 2017",0
822568,0,1,0,"August 22, 2017",2,1,4,Hotel,SA,Saudi Arabia,Jeddah,AndroidApp,"August 21, 2017",0
25812,1,0,0,"August 30, 2017",8,2,5,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"August 21, 2017",1
302890,1,0,0,"November 17, 2017",5,1,5,Hotel,IL,Turkey,Istanbul,Chrome,"October 30, 2017",0
14634,1,0,0,"February 10, 2017",1,1,4,Hotel,JO,Jordan,Dead Sea,iOS,"February 6, 2017",0
42254,0,0,0,"September 5, 2017",1,1,5,Hotel,SA,Bahrain,Manama,AndroidApp,"August 28, 2017",1
805638,0,0,0,"June 20, 2017",3,1,3,Others,AE,Saudi Arabia,Makkah (Mecca),AndroidApp,"June 5, 2017",0
18380,1,0,0,"August 5, 2017",1,1,3,Hotel,SA,Saudi Arabia,Riyadh,iPhoneApp,"July 31, 2017",0
15162,1,0,0,"January 11, 2017",3,1,5,Hotel,QA,United Arab Emirates,Dubai,Chrome,"January 2, 2017",1
306056,1,0,0,"July 13, 2017",7,1,3,Hotel,NL,Turkey,Istanbul,AndroidApp,"March 13, 2017",0
742378,0,0,0,"October 3, 2017",1,1,3,Others,UA,Ukraine,Kharkiv,iOS,"October 2, 2017",1
28666,0,0,0,"September 3, 2017",1,1,4,Hotel,SA,Saudi Arabia,Al Khobar,Chrome,"August 28, 2017",0
56878,1,0,0,"October 20, 2017",1,1,4,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"October 16, 2017",1
504112,0,0,0,"July 25, 2017",1,1,3,Hotel,AE,United Arab Emirates,Abu Dhabi,iPhoneApp,"July 24, 2017",1
211950,1,0,0,"April 15, 2017",1,1,4,Hotel,SA,Indonesia,Jakarta,Chrome,"April 10, 2017",0
17042,0,0,0,"August 14, 2017",3,5,5,Hotel,KW,Turkey,Antalya,iPhoneApp,"July 31, 2017",1
309774,1,0,0,"May 24, 2017",3,1,3,Bed and Breakfast,AE,Georgia,Tbilisi,AndroidApp,"May 15, 2017",0
15054,1,0,1,"June 17, 2017",1,1,4,Hotel,SA,Saudi Arabia,Taif,iPhoneApp,"June 12, 2017",0
580930,0,0,0,"June 20, 2017",2,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"June 19, 2017",0
371672,1,0,0,"July 17, 2017",7,2,4,Hotel,SA,Turkey,Istanbul,iPhoneApp,"May 29, 2017",0
25762,1,0,0,"August 11, 2017",3,1,4,Hotel,AE,United Arab Emirates,Dubai,Chrome,"July 31, 2017",0
15178,1,0,0,"September 15, 2017",4,2,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"September 11, 2017",0
822980,0,1,0,"September 5, 2017",3,2,0,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"August 28, 2017",0
42328,0,0,0,"April 16, 2017",2,1,2,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"April 10, 2017",0
676950,1,0,0,"March 8, 2017",3,1,4,Villa,AE,Thailand,Bang Phli,AndroidApp,"March 6, 2017",0
32960,0,0,0,"January 30, 2017",1,2,4,Hotel,SA,United Arab Emirates,Abu Dhabi,Chrome,"January 30, 2017",0
15138,0,0,0,"April 11, 2017",2,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"April 10, 2017",0
744520,1,0,0,"July 1, 2017",1,1,5,Hotel,SA,Jordan,Amman,iPhoneApp,"June 26, 2017",0
315806,1,0,0,"January 12, 2018",6,1,1,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"October 2, 2017",1
14670,0,0,0,"October 16, 2017",2,2,4,Hotel,KW,United Arab Emirates,Ajman,iPhoneApp,"October 9, 2017",0
283808,0,0,0,"November 1, 2017",1,1,3,Hotel,ID,Indonesia,Bandung,Chrome,"October 30, 2017",0
20796,0,1,0,"April 19, 2017",2,2,1,Hotel,DZ,Jordan,Amman,IE,"April 10, 2017",0
220268,0,0,1,"December 3, 2017",3,1,5,Hotel,PS,Malaysia,Kuala Lumpur,Chrome,"November 20, 2017",1
42288,1,0,0,"January 26, 2017",3,1,3,Hotel,SA,Saudi Arabia,Madinah,AndroidApp,"January 23, 2017",0
19720,1,0,0,"March 9, 2017",2,1,5,Hotel,SA,United Arab Emirates,Dubai,Chrome,"February 27, 2017",0
31722,0,1,0,"July 18, 2017",2,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"June 19, 2017",1
409442,1,0,0,"May 9, 2017",9,1,2,Hotel,DE,Morocco,Casablanca,AndroidApp,"May 1, 2017",1
14866,0,0,0,"June 26, 2017",3,1,5,Hotel,IL,Jordan,Aqaba,Chrome,"June 12, 2017",0
290866,0,0,1,"July 13, 2017",1,1,4,Hotel,AE,United Arab Emirates,Abu Dhabi,Chrome,"July 10, 2017",0
355030,1,0,0,"September 8, 2017",1,1,3,Hotel,SA,Germany,Frankfurt,iPhoneApp,"September 4, 2017",0
27032,1,0,0,"August 24, 2017",4,2,4,Hotel,SA,Egypt,Cairo,AndroidApp,"August 14, 2017",0
15212,1,0,0,"February 17, 2017",1,1,5,Hotel,SA,United Arab Emirates,Abu Dhabi,iPhoneApp,"February 13, 2017",0
979994,1,1,0,"November 18, 2017",1,1,0,Apartment,SA,Saudi Arabia,Jeddah,AndroidOS,"November 13, 2017",0
1006604,0,0,0,"October 2, 2017",1,1,3,Apart Hotel,SA,Saudi Arabia,Gizan,AndroidApp,"October 2, 2017",0
24320,1,0,0,"September 2, 2017",1,3,5,Hotel,AE,United Arab Emirates,Dubai,iPhoneApp,"August 21, 2017",1
42352,0,0,0,"April 12, 2017",1,1,4,Hotel,SA,Saudi Arabia,Madinah,AndroidApp,"March 13, 2017",1
396466,1,0,1,"September 12, 2017",4,1,5,Hotel,AE,United Arab Emirates,Dubai,iPhoneApp,"September 4, 2017",0
56878,0,0,0,"August 28, 2017",3,1,4,Hotel,SA,Saudi Arabia,Madinah,AndroidApp,"August 28, 2017",0
822668,0,0,0,"March 26, 2017",2,1,0,Hotel,SA,Saudi Arabia,Jeddah,Chrome,"March 20, 2017",0
1006752,1,0,0,"August 5, 2017",1,1,2,Apart Hotel,SA,Saudi Arabia,Al Baha,AndroidApp,"July 31, 2017",0
19562,1,0,0,"March 10, 2017",1,1,4,Hotel Resort,SA,Bahrain,Manama,Chrome,"March 6, 2017",0
17548,0,0,0,"February 12, 2017",5,1,4,Hotel,QA,Qatar,Doha,iPhoneApp,"February 6, 2017",0
744530,1,1,0,"October 5, 2017",2,1,3,Suite,SA,Jordan,Amman,Chrome,"October 2, 2017",1
30946,0,1,0,"February 28, 2017",1,2,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"February 27, 2017",0
14658,0,0,0,"July 27, 2017",1,1,5,Hotel Resort,JO,Jordan,Dead Sea,iPhoneApp,"July 24, 2017",1
14980,0,0,0,"January 15, 2017",4,1,5,Hotel,OM,Qatar,Doha,iPhoneApp,"January 2, 2017",0
1150342,1,0,0,"January 5, 2018",1,1,3,Apart Hotel,BH,Bahrain,Manama,AndroidApp,"December 18, 2017",1
583686,1,0,0,"April 1, 2017",5,1,4,Hotel,SA,Qatar,Doha,Chrome,"February 20, 2017",0
1007714,0,0,0,"November 12, 2017",3,1,0,Hotel,BE,Turkey,Istanbul,AndroidApp,"October 30, 2017",0
28322,0,1,0,"January 23, 2017",1,1,3,Apartment,JO,Jordan,Amman,iPhoneApp,"January 16, 2017",0
822718,1,1,0,"September 2, 2017",6,2,4,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"August 21, 2017",0
388600,1,0,0,"July 17, 2017",13,1,5,Hotel,SA,Turkey,Istanbul,iPhoneApp,"February 6, 2017",1
27776,0,0,0,"February 6, 2017",1,1,3,Hotel,BE,Jordan,Amman,AndroidApp,"February 6, 2017",0
239944,1,0,0,"August 26, 2017",1,1,4,Hotel,SA,Saudi Arabia,Gizan,iPhoneApp,"August 21, 2017",0
21026,1,1,0,"March 3, 2017",1,1,4,Hotel,SA,Qatar,Doha,AndroidApp,"February 27, 2017",0
249274,1,0,0,"February 17, 2017",1,1,2,Hotel,SA,Saudi Arabia,Dammam,AndroidApp,"February 6, 2017",1
14918,0,0,0,"July 5, 2017",1,1,5,Hotel,SA,Saudi Arabia,Al Khobar,iOS,"July 3, 2017",0
784982,0,1,0,"January 19, 2017",1,1,3,Suite,IL,Saudi Arabia,Riyadh,Chrome,"January 16, 2017",0
31364,0,0,0,"April 3, 2017",1,2,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"April 3, 2017",0
874308,1,1,0,"November 3, 2017",1,2,0,Apartment,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"October 30, 2017",1
17128,0,0,0,"April 13, 2017",1,1,4,Hotel,SA,Bahrain,Manama,iPhoneApp,"March 26, 2017",0
12206,1,0,0,"July 27, 2017",3,6,5,Hotel,PS,Jordan,Amman,Chrome,"July 24, 2017",1
31722,1,0,0,"June 15, 2017",2,2,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"May 29, 2017",0
1064726,1,0,0,"August 12, 2017",1,1,0,Hotel,TR,Turkey,Istanbul,AndroidApp,"August 7, 2017",1
14856,1,0,0,"September 19, 2017",6,1,3,Hotel,PS,Jordan,Aqaba,AndroidApp,"September 18, 2017",0
279712,1,0,0,"January 21, 2017",4,1,4,Residence,IL,Italy,Milan,Chrome,"January 9, 2017",0
45388,0,0,0,"April 3, 2017",4,1,3,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"February 20, 2017",1
21026,1,1,0,"March 28, 2017",5,1,4,Hotel,SA,Qatar,Doha,Safari,"March 20, 2017",0
13040,1,0,0,"May 10, 2017",3,1,5,Hotel,EG,Egypt,Sharm el Sheikh,AndroidApp,"March 20, 2017",0
36186,1,0,0,"January 14, 2017",4,1,2,Hotel,SA,Saudi Arabia,Riyadh,AndroidApp,"December 26, 2016",0
19618,1,0,0,"November 10, 2017",1,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"November 6, 2017",0
57432,0,0,0,"May 23, 2017",1,1,3,Hotel,SA,Saudi Arabia,Abha,Chrome,"May 22, 2017",0
820968,1,0,0,"March 30, 2017",2,1,3,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"March 26, 2017",0
537730,1,0,0,"August 29, 2017",11,3,4,Hotel,KW,Turkey,Istanbul,iPhoneApp,"July 31, 2017",1
334998,0,0,0,"April 5, 2017",2,1,4,Hotel,SA,Egypt,Alexandria,iPhoneApp,"March 26, 2017",0
14658,1,0,0,"July 1, 2017",1,1,5,Hotel Resort,JO,Jordan,Dead Sea,iPhoneApp,"June 26, 2017",0
18220,1,0,0,"March 29, 2017",6,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"March 26, 2017",0
815242,0,1,0,"May 25, 2017",1,1,4,Apartment,SA,Saudi Arabia,Riyadh,UNKNOWN,"May 22, 2017",0
399598,0,0,0,"September 10, 2017",2,1,3,Hotel,KW,United Kingdom,Liverpool,Chrome,"September 4, 2017",0
685808,1,0,0,"July 20, 2017",9,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"July 3, 2017",0
14992,0,0,1,"January 25, 2017",1,1,5,Hotel,SA,Saudi Arabia,Jeddah,Chrome,"January 16, 2017",0
362124,1,0,0,"October 27, 2017",7,1,4,Hotel,SA,United Kingdom,London,iPhoneApp,"October 16, 2017",1
27032,1,0,0,"October 19, 2017",2,1,4,Hotel,TN,Egypt,Cairo,iPhoneApp,"October 16, 2017",0
822672,1,1,0,"January 4, 2017",3,1,0,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"January 2, 2017",0
335906,1,0,0,"April 1, 2017",6,1,0,Apart Hotel,SA,United Arab Emirates,Dubai,Chrome,"February 27, 2017",1
822460,0,0,0,"August 14, 2017",3,1,4,Hotel,SA,Jordan,Amman,iPhoneApp,"July 31, 2017",0
14338,1,0,0,"August 12, 2017",4,1,5,Hotel,KW,Egypt,Cairo,iPhoneApp,"August 7, 2017",1
820968,1,0,0,"January 12, 2018",5,1,3,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"December 18, 2017",1
17154,1,0,0,"June 28, 2017",3,1,4,Hotel,SA,Bahrain,Manama,AndroidApp,"June 26, 2017",0
16088,0,0,1,"October 3, 2017",1,1,5,Hotel,AE,United Arab Emirates,Al Aqah,iPhoneApp,"October 2, 2017",0
31372,0,0,0,"June 20, 2017",2,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"June 5, 2017",0
29920,1,0,0,"February 24, 2017",1,1,4,Hotel,KW,Kuwait,Salmiyah,AndroidApp,"February 20, 2017",1
874314,1,1,0,"July 7, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"July 3, 2017",0
263610,1,0,0,"December 27, 2017",6,1,4,Hotel,SA,Turkey,Istanbul,Chrome,"December 25, 2017",0
31722,1,0,0,"June 30, 2017",1,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"June 26, 2017",0
200716,1,0,0,"February 24, 2017",7,1,5,Hotel,KW,Malaysia,Kuala Lumpur,iOS,"February 6, 2017",1
822424,0,0,0,"January 3, 2017",1,1,4,Suite,SA,Saudi Arabia,Al Khobar,Chrome,"January 2, 2017",0
371502,1,0,0,"March 3, 2017",2,1,5,Hotel,IL,Turkey,Istanbul,Chrome,"February 27, 2017",0
306186,1,0,0,"July 21, 2017",6,2,3,Apart Hotel,SA,Egypt,Alexandria,iPhoneApp,"July 17, 2017",1
19866,1,0,1,"March 10, 2017",20,1,3,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"March 6, 2017",0
249780,0,0,0,"June 22, 2017",1,1,4,Apart Hotel,QA,Qatar,Doha,Chrome,"June 19, 2017",0
744520,0,0,0,"August 27, 2017",1,1,5,Hotel,PS,Jordan,Amman,AndroidApp,"August 21, 2017",0
14914,0,0,0,"September 10, 2017",2,1,4,Hotel,SA,Saudi Arabia,Al Khobar,Chrome,"September 4, 2017",0
25762,0,0,1,"January 3, 2017",1,1,4,Hotel,KW,United Arab Emirates,Dubai,AndroidApp,"January 2, 2017",1
36142,0,0,0,"December 10, 2017",1,1,4,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"December 4, 2017",0
743564,1,0,0,"February 25, 2017",1,1,2,Others,SA,United Arab Emirates,Dubai,iPhoneApp,"February 20, 2017",0
874278,1,1,0,"September 7, 2017",6,1,0,Suite,SA,Saudi Arabia,Jeddah,iPhoneApp,"September 4, 2017",1
358656,1,0,0,"August 16, 2017",3,1,3,Hotel,SA,Tunisia,Monastir,iPhoneApp,"July 3, 2017",1
448556,1,0,1,"September 21, 2017",2,1,4,Hotel,SA,Egypt,Sharm el Sheikh,iPhoneApp,"September 18, 2017",0
17900,0,1,0,"January 30, 2017",1,1,3,Hotel,SA,Jordan,Amman,iPhoneApp,"January 30, 2017",0
295410,1,0,1,"September 5, 2017",10,1,4,Apartment,SA,United Kingdom,London,Chrome,"July 10, 2017",0
1047388,0,0,1,"July 30, 2017",5,1,3,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"July 24, 2017",0
23000,0,0,0,"August 20, 2017",4,1,5,Hotel,EG,Egypt,Cairo,iPhoneApp,"August 14, 2017",0
30602,0,1,0,"August 27, 2017",1,1,3,Apart Hotel,SA,Saudi Arabia,Jeddah,Chrome,"August 21, 2017",0
754630,1,0,0,"June 24, 2017",3,1,3,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"June 19, 2017",1
1068738,1,0,0,"September 15, 2017",1,1,3,Apart Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"September 11, 2017",0
56622,1,1,0,"July 8, 2017",1,2,4,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"July 3, 2017",1
497366,1,0,0,"March 30, 2017",5,2,5,Hotel Resort,SA,Egypt,Sharm el Sheikh,Chrome,"March 26, 2017",0
212376,1,0,1,"March 17, 2017",2,1,5,Hotel,SE,Netherlands,Amsterdam,iPhoneApp,"March 13, 2017",1
